loc_key,location,region,encounter_type,pokemon_id,pokemon_name,level,rate
johto_route44,Route 44 (Johto),johto,Trawa 🌿,214,Heracross,28-33,25
johto_route44,Route 44 (Johto),johto,Trawa 🌿,210,Granbull,28-33,25
johto_route45,Route 45 (Johto),johto,Trawa 🌿,246,Larvitar,30-35,30
johto_route45,Route 45 (Johto),johto,Trawa 🌿,231,Phanpy,30-35,25
johto_route45,Route 45 (Johto),johto,Trawa 🌿,232,Donphan,32-37,20
johto_route45,Route 45 (Johto),johto,Trawa 🌿,74,Geodude,30-35,25
johto_route46,Route 46 (Johto),johto,Trawa 🌿,231,Phanpy,22-26,35
johto_route46,Route 46 (Johto),johto,Trawa 🌿,74,Geodude,22-26,35
johto_route46,Route 46 (Johto),johto,Trawa 🌿,19,Rattata,22-26,30
dark_cave,Dark Cave (Johto),johto,Jaskinia 🕳️,41,Zubat,10-18,40
dark_cave,Dark Cave (Johto),johto,Jaskinia 🕳️,74,Geodude,10-18,30
dark_cave,Dark Cave (Johto),johto,Jaskinia 🕳️,190,Aipom,10-18,15
dark_cave,Dark Cave (Johto),johto,Jaskinia 🕳️,206,Dunsparce,10-18,15
union_cave,Union Cave (Johto),johto,Jaskinia 🕳️,74,Geodude,8-14,35
union_cave,Union Cave (Johto),johto,Jaskinia 🕳️,41,Zubat,8-14,30
union_cave,Union Cave (Johto),johto,Jaskinia 🕳️,95,Onix,8-14,20
union_cave,Union Cave (Johto),johto,Jaskinia 🕳️,194,Wooper,8-14,15
union_cave,Union Cave (Johto),johto,Surfowanie 🏄,195,Quagsire,15-25,65
union_cave,Union Cave (Johto),johto,Surfowanie 🏄,194,Wooper,10-20,35
slowpoke_well,Slowpoke Well (Johto),johto,Jaskinia 🕳️,79,Slowpoke,10-16,65
slowpoke_well,Slowpoke Well (Johto),johto,Jaskinia 🕳️,41,Zubat,10-16,35
slowpoke_well,Slowpoke Well (Johto),johto,Surfowanie 🏄,79,Slowpoke,15-25,70
slowpoke_well,Slowpoke Well (Johto),johto,Surfowanie 🏄,80,Slowbro,20-30,30
national_park,National Park (Johto),johto,Trawa 🌿,165,Ledyba,12-15,20
national_park,National Park (Johto),johto,Trawa 🌿,167,Spinarak,12-15,20
national_park,National Park (Johto),johto,Trawa 🌿,191,Sunkern,12-15,20
national_park,National Park (Johto),johto,Trawa 🌿,193,Yanma,12-15,15
national_park,National Park (Johto),johto,Trawa 🌿,187,Hoppip,12-15,15
national_park,National Park (Johto),johto,Trawa 🌿,214,Heracross,12-15,10
burned_tower,Burned Tower (Ecruteak),johto,Jaskinia 🕳️,41,Zubat,15-20,40
burned_tower,Burned Tower (Ecruteak),johto,Jaskinia 🕳️,92,Gastly,15-20,35
burned_tower,Burned Tower (Ecruteak),johto,Jaskinia 🕳️,21,Spearow,15-20,25
ice_path,Ice Path (Johto),johto,Jaskinia 🕳️,41,Zubat,22-28,30
ice_path,Ice Path (Johto),johto,Jaskinia 🕳️,220,Swinub,22-28,35
ice_path,Ice Path (Johto),johto,Jaskinia 🕳️,215,Sneasel,22-28,20
ice_path,Ice Path (Johto),johto,Jaskinia 🕳️,225,Delibird,22-28,15
ice_path,Ice Path (Johto),johto,Surfowanie 🏄,87,Dewgong,25-35,65
ice_path,Ice Path (Johto),johto,Surfowanie 🏄,86,Seel,20-30,35
mt_mortar,Mt. Mortar (Johto),johto,Jaskinia 🕳️,74,Geodude,18-25,30
mt_mortar,Mt. Mortar (Johto),johto,Jaskinia 🕳️,41,Zubat,18-25,25
mt_mortar,Mt. Mortar (Johto),johto,Jaskinia 🕳️,95,Onix,18-25,20
mt_mortar,Mt. Mortar (Johto),johto,Jaskinia 🕳️,236,Tyrogue,20-25,10
mt_mortar,Mt. Mortar (Johto),johto,Jaskinia 🕳️,246,Larvitar,20-25,15
victory_road_johto,Victory Road (Johto),johto,Jaskinia 🕳️,75,Graveler,35-42,30
victory_road_johto,Victory Road (Johto),johto,Jaskinia 🕳️,42,Golbat,35-42,25
victory_road_johto,Victory Road (Johto),johto,Jaskinia 🕳️,207,Gligar,35-42,25
victory_road_johto,Victory Road (Johto),johto,Jaskinia 🕳️,126,Magmar,35-42,20
rankor_route1,Route 1 (Rankor),rankor,Trawa 🌿,322,Numel,30-35,30
rankor_route1,Route 1 (Rankor),rankor,Trawa 🌿,324,Torkoal,30-35,25
rankor_route1,Route 1 (Rankor),rankor,Trawa 🌿,111,Rhyhorn,30-35,25
rankor_route1,Route 1 (Rankor),rankor,Trawa 🌿,27,Sandshrew,30-35,20
rankor_route2,Route 2 (Rankor),rankor,Trawa 🌿,228,Houndour,32-37,30
rankor_route2,Route 2 (Rankor),rankor,Trawa 🌿,229,Houndoom,36-42,15
rankor_route2,Route 2 (Rankor),rankor,Trawa 🌿,58,Growlithe,32-37,30
rankor_route2,Route 2 (Rankor),rankor,Trawa 🌿,304,Aron,32-37,25
rankor_route3,Route 3 (Rankor),rankor,Trawa 🌿,304,Aron,33-38,30
rankor_route3,Route 3 (Rankor),rankor,Trawa 🌿,305,Lairon,38-43,15
rankor_route3,Route 3 (Rankor),rankor,Trawa 🌿,246,Larvitar,33-38,30
rankor_route3,Route 3 (Rankor),rankor,Trawa 🌿,342,Crawdaunt,33-38,25
rankor_route4,Route 4 (Rankor),rankor,Trawa 🌿,318,Carvanha,35-40,30
rankor_route4,Route 4 (Rankor),rankor,Trawa 🌿,339,Barboach,35-40,25
rankor_route4,Route 4 (Rankor),rankor,Trawa 🌿,349,Feebas,35-40,10
rankor_route4,Route 4 (Rankor),rankor,Trawa 🌿,341,Corphish,35-40,35
rankor_route4,Route 4 (Rankor),rankor,Surfowanie 🏄,72,Tentacool,30-45,55
rankor_route4,Route 4 (Rankor),rankor,Surfowanie 🏄,319,Sharpedo,35-45,45
rankor_route5,Route 5 (Rankor),rankor,Trawa 🌿,371,Bagon,36-42,20
rankor_route5,Route 5 (Rankor),rankor,Trawa 🌿,372,Shelgon,40-45,10
rankor_route5,Route 5 (Rankor),rankor,Trawa 🌿,333,Swablu,36-42,30
rankor_route5,Route 5 (Rankor),rankor,Trawa 🌿,334,Altaria,40-45,15
rankor_route5,Route 5 (Rankor),rankor,Trawa 🌿,356,Dusclops,38-44,25
mt_furnace,Mt. Furnace (Rankor),rankor,Jaskinia 🕳️,228,Houndour,35-42,30
mt_furnace,Mt. Furnace (Rankor),rankor,Jaskinia 🕳️,229,Houndoom,40-48,15
mt_furnace,Mt. Furnace (Rankor),rankor,Jaskinia 🕳️,322,Numel,35-42,25
mt_furnace,Mt. Furnace (Rankor),rankor,Jaskinia 🕳️,323,Camerupt,42-48,15
mt_furnace,Mt. Furnace (Rankor),rankor,Jaskinia 🕳️,126,Magmar,38-44,15
volcanic_cave,Volcanic Cave (Rankor),rankor,Jaskinia 🕳️,324,Torkoal,40-48,35
volcanic_cave,Volcanic Cave (Rankor),rankor,Jaskinia 🕳️,228,Houndour,40-48,30
volcanic_cave,Volcanic Cave (Rankor),rankor,Jaskinia 🕳️,110,Weezing,40-48,20
volcanic_cave,Volcanic Cave (Rankor),rankor,Jaskinia 🕳️,219,Magcargo,40-48,15
rankor_forest,Rankor Forest,rankor,Trawa 🌿,246,Larvitar,38-44,25
rankor_forest,Rankor Forest,rankor,Trawa 🌿,247,Pupitar,42-48,15
rankor_forest,Rankor Forest,rankor,Trawa 🌿,352,Kecleon,38-44,20
rankor_forest,Rankor Forest,rankor,Trawa 🌿,285,Shroomish,38-44,20
rankor_forest,Rankor Forest,rankor,Trawa 🌿,286,Breloom,42-48,20
victory_road_rankor,Victory Road (Rankor),rankor,Jaskinia 🕳️,375,Metang,42-50,25
victory_road_rankor,Victory Road (Rankor),rankor,Jaskinia 🕳️,304,Aron,42-50,20
victory_road_rankor,Victory Road (Rankor),rankor,Jaskinia 🕳️,305,Lairon,45-52,15
victory_road_rankor,Victory Road (Rankor),rankor,Jaskinia 🕳️,359,Absol,42-50,20
victory_road_rankor,Victory Road (Rankor),rankor,Jaskinia 🕳️,42,Golbat,42-50,20
